# embryo config info: 
# lWidth 32
# lHeight 32
# lNbStates 2
# lNbChemicals 3
# lDiffuseChemicals 1
# lPathTargetPic name swissflagBW|
# lPath ./
# lbDifferentStatesInitialization 0
# oGuiOuput 0
# 1-th pic to read: swissflagBW
# nb steps max: 512
 # (50,100)-CMA-ES(mu_eff=27.2), Ver="3.02.01.beta", dimension=177, randomSeed=-894530180 (Mon Jul 19 15:06:27 2010)
# Population size: 100
# generation	best fitness 
 best gen: 0 | best fit: 0.156892 | best index: 99
966	0.0920497
967	0.0925906
968	0.0913608
969	0.092196
970	0.0926438
971	0.0911712
972	0.0900233
973	0.0923312
974	0.0913074
975	0.0900131
976	0.0915335
977	0.0904999
978	0.0900444
979	0.0900088
980	0.0920593
981	0.0908083
982	0.0895903
983	0.0910212
984	0.0919138
985	0.0922628
986	0.0914645
987	0.0903346
988	0.0918986
989	0.0901641
990	0.092472
991	0.0914178
992	0.09113
993	0.0899101
994	0.091834
995	0.0913975
996	0.0919521
997	0.0910653
998	0.091257
999	0.0912052
1000	0.0909415
